passenger_id,name,passenger_type,loyalty_level
P054213,Passenger_54213,NORMAL,2
P054214,Passenger_54214,LOYALTY,0
P054215,Passenger_54215,LOYALTY,3
P054216,Passenger_54216,VIP,1
P054217,Passenger_54217,NORMAL,2
P054218,Passenger_54218,NORMAL,0
P054219,Passenger_54219,UNACCOMPANIED_MINOR,1
P054220,Passenger_54220,NORMAL,1
P054221,Passenger_54221,NORMAL,4
P054222,Passenger_54222,LOYALTY,0
P054223,Passenger_54223,NORMAL,1
P054224,Passenger_54224,LOYALTY,4
P054225,Passenger_54225,LOYALTY,1
P054226,Passenger_54226,NORMAL,0
P054227,Passenger_54227,LOYALTY,1
P054228,Passenger_54228,UNACCOMPANIED_MINOR,3
P054229,Passenger_54229,LOYALTY,3
P054230,Passenger_54230,NORMAL,3
P054231,Passenger_54231,UNACCOMPANIED_MINOR,3
P054232,Passenger_54232,UNACCOMPANIED_MINOR,2
P054233,Passenger_54233,NORMAL,1
P054234,Passenger_54234,VIP,1
P054235,Passenger_54235,LOYALTY,1
P054236,Passenger_54236,LOYALTY,1
P054237,Passenger_54237,VIP,4
P054238,Passenger_54238,UNACCOMPANIED_MINOR,2
P054239,Passenger_54239,VIP,1
P054240,Passenger_54240,NORMAL,4
P054241,Passenger_54241,VIP,2
P054242,Passenger_54242,UNACCOMPANIED_MINOR,4
P054243,Passenger_54243,NORMAL,3
P054244,Passenger_54244,NORMAL,3
P054245,Passenger_54245,NORMAL,4
P054246,Passenger_54246,LOYALTY,1
P054247,Passenger_54247,LOYALTY,2
P054248,Passenger_54248,NORMAL,0
P054249,Passenger_54249,VIP,4
P054250,Passenger_54250,LOYALTY,4
P054251,Passenger_54251,UNACCOMPANIED_MINOR,4
P054252,Passenger_54252,LOYALTY,1
P054253,Passenger_54253,VIP,4
P054254,Passenger_54254,LOYALTY,0
P054255,Passenger_54255,VIP,3
P054256,Passenger_54256,VIP,3
P054257,Passenger_54257,LOYALTY,2
P054258,Passenger_54258,VIP,2
P054259,Passenger_54259,VIP,3
P054260,Passenger_54260,UNACCOMPANIED_MINOR,0
P054261,Passenger_54261,NORMAL,0
P054262,Passenger_54262,NORMAL,1
P054263,Passenger_54263,LOYALTY,3
P054264,Passenger_54264,VIP,3
P054265,Passenger_54265,LOYALTY,2
P054266,Passenger_54266,LOYALTY,1
P054267,Passenger_54267,NORMAL,3
P054268,Passenger_54268,VIP,2
P054269,Passenger_54269,LOYALTY,2
P054270,Passenger_54270,LOYALTY,2
P054271,Passenger_54271,NORMAL,2
P054272,Passenger_54272,NORMAL,0
P054273,Passenger_54273,NORMAL,4
P054274,Passenger_54274,LOYALTY,2
P054275,Passenger_54275,VIP,0
P054276,Passenger_54276,NORMAL,4
P054277,Passenger_54277,NORMAL,0
P054278,Passenger_54278,VIP,4
P054279,Passenger_54279,LOYALTY,0
P054280,Passenger_54280,LOYALTY,1
P054281,Passenger_54281,VIP,0
P054282,Passenger_54282,NORMAL,1
P054283,Passenger_54283,UNACCOMPANIED_MINOR,4
P054284,Passenger_54284,VIP,3
P054285,Passenger_54285,UNACCOMPANIED_MINOR,3
P054286,Passenger_54286,LOYALTY,2
P054287,Passenger_54287,LOYALTY,4
P054288,Passenger_54288,UNACCOMPANIED_MINOR,0
P054289,Passenger_54289,NORMAL,2
P054290,Passenger_54290,UNACCOMPANIED_MINOR,0
P054291,Passenger_54291,NORMAL,3
P054292,Passenger_54292,VIP,2
P054293,Passenger_54293,LOYALTY,4
P054294,Passenger_54294,LOYALTY,4
P054295,Passenger_54295,UNACCOMPANIED_MINOR,2
P054296,Passenger_54296,VIP,2
P054297,Passenger_54297,UNACCOMPANIED_MINOR,0
P054298,Passenger_54298,UNACCOMPANIED_MINOR,0
P054299,Passenger_54299,UNACCOMPANIED_MINOR,4
P054300,Passenger_54300,NORMAL,4
P054301,Passenger_54301,LOYALTY,2
P054302,Passenger_54302,LOYALTY,1
P054303,Passenger_54303,UNACCOMPANIED_MINOR,2
P054304,Passenger_54304,NORMAL,2
P054305,Passenger_54305,LOYALTY,3
P054306,Passenger_54306,NORMAL,2
P054307,Passenger_54307,VIP,3
P054308,Passenger_54308,NORMAL,0
P054309,Passenger_54309,NORMAL,1
P054310,Passenger_54310,VIP,2
P054311,Passenger_54311,LOYALTY,0
P054312,Passenger_54312,LOYALTY,2
P054313,Passenger_54313,NORMAL,2
P054314,Passenger_54314,NORMAL,0
P054315,Passenger_54315,VIP,2
P054316,Passenger_54316,VIP,1
P054317,Passenger_54317,LOYALTY,2
P054318,Passenger_54318,LOYALTY,3
P054319,Passenger_54319,VIP,0
P054320,Passenger_54320,NORMAL,3
P054321,Passenger_54321,VIP,1
P054322,Passenger_54322,LOYALTY,2
P054323,Passenger_54323,NORMAL,0
P054324,Passenger_54324,UNACCOMPANIED_MINOR,0
P054325,Passenger_54325,UNACCOMPANIED_MINOR,3
P054326,Passenger_54326,VIP,1
P054327,Passenger_54327,LOYALTY,3
P054328,Passenger_54328,NORMAL,4
P054329,Passenger_54329,UNACCOMPANIED_MINOR,1
P054330,Passenger_54330,NORMAL,2
P054331,Passenger_54331,NORMAL,4
P054332,Passenger_54332,NORMAL,3
P054333,Passenger_54333,NORMAL,3
P054334,Passenger_54334,VIP,1
P054335,Passenger_54335,NORMAL,1
P054336,Passenger_54336,UNACCOMPANIED_MINOR,3
P054337,Passenger_54337,UNACCOMPANIED_MINOR,0
P054338,Passenger_54338,VIP,2
P054339,Passenger_54339,UNACCOMPANIED_MINOR,1
P054340,Passenger_54340,NORMAL,0
P054341,Passenger_54341,UNACCOMPANIED_MINOR,3
P054342,Passenger_54342,LOYALTY,3
P054343,Passenger_54343,NORMAL,0
P054344,Passenger_54344,VIP,3
P054345,Passenger_54345,LOYALTY,2
P054346,Passenger_54346,UNACCOMPANIED_MINOR,0
P054347,Passenger_54347,LOYALTY,2
P054348,Passenger_54348,UNACCOMPANIED_MINOR,1
P054349,Passenger_54349,UNACCOMPANIED_MINOR,4
P054350,Passenger_54350,UNACCOMPANIED_MINOR,2
P054351,Passenger_54351,VIP,4
P054352,Passenger_54352,LOYALTY,3
P054353,Passenger_54353,VIP,2
P054354,Passenger_54354,UNACCOMPANIED_MINOR,2
P054355,Passenger_54355,NORMAL,3
P054356,Passenger_54356,NORMAL,2
P054357,Passenger_54357,VIP,3
P054358,Passenger_54358,NORMAL,1
P054359,Passenger_54359,LOYALTY,0
P054360,Passenger_54360,NORMAL,2
P054361,Passenger_54361,NORMAL,1
P054362,Passenger_54362,UNACCOMPANIED_MINOR,0
P054363,Passenger_54363,LOYALTY,2
P054364,Passenger_54364,LOYALTY,1
P054365,Passenger_54365,NORMAL,2
P054366,Passenger_54366,UNACCOMPANIED_MINOR,0
P054367,Passenger_54367,NORMAL,2
P054368,Passenger_54368,NORMAL,3
P054369,Passenger_54369,VIP,1
P054370,Passenger_54370,UNACCOMPANIED_MINOR,2
P054371,Passenger_54371,VIP,3
P054372,Passenger_54372,NORMAL,0
P054373,Passenger_54373,NORMAL,0
P054374,Passenger_54374,UNACCOMPANIED_MINOR,3
P054375,Passenger_54375,LOYALTY,0
P054376,Passenger_54376,NORMAL,3
P054377,Passenger_54377,NORMAL,0
P054378,Passenger_54378,VIP,4
P054379,Passenger_54379,VIP,4
P054380,Passenger_54380,UNACCOMPANIED_MINOR,2
P054381,Passenger_54381,VIP,0
P054382,Passenger_54382,LOYALTY,4
P054383,Passenger_54383,NORMAL,3
P054384,Passenger_54384,VIP,0
P054385,Passenger_54385,LOYALTY,1
P054386,Passenger_54386,NORMAL,3
P054387,Passenger_54387,NORMAL,4
P054388,Passenger_54388,LOYALTY,4
P054389,Passenger_54389,NORMAL,4
P054390,Passenger_54390,LOYALTY,2
P054391,Passenger_54391,LOYALTY,2
P054392,Passenger_54392,VIP,1
P054393,Passenger_54393,UNACCOMPANIED_MINOR,1
P054394,Passenger_54394,LOYALTY,3
P054395,Passenger_54395,VIP,1
P054396,Passenger_54396,NORMAL,3
P054397,Passenger_54397,VIP,0
P054398,Passenger_54398,LOYALTY,2
P054399,Passenger_54399,VIP,4
P054400,Passenger_54400,UNACCOMPANIED_MINOR,3
P054401,Passenger_54401,NORMAL,1
P054402,Passenger_54402,VIP,0
P054403,Passenger_54403,NORMAL,1
P054404,Passenger_54404,LOYALTY,4
P054405,Passenger_54405,UNACCOMPANIED_MINOR,0
P054406,Passenger_54406,UNACCOMPANIED_MINOR,1
P054407,Passenger_54407,VIP,3
P054408,Passenger_54408,NORMAL,1
P054409,Passenger_54409,NORMAL,2
P054410,Passenger_54410,VIP,2
P054411,Passenger_54411,VIP,0
P054412,Passenger_54412,VIP,2
P054413,Passenger_54413,VIP,1
P054414,Passenger_54414,UNACCOMPANIED_MINOR,4
P054415,Passenger_54415,VIP,2
P054416,Passenger_54416,NORMAL,3
P054417,Passenger_54417,LOYALTY,1
P054418,Passenger_54418,NORMAL,2
P054419,Passenger_54419,VIP,0
P054420,Passenger_54420,UNACCOMPANIED_MINOR,4
P054421,Passenger_54421,VIP,4
P054422,Passenger_54422,LOYALTY,4
P054423,Passenger_54423,VIP,4
P054424,Passenger_54424,LOYALTY,3
P054425,Passenger_54425,VIP,2
P054426,Passenger_54426,UNACCOMPANIED_MINOR,4
P054427,Passenger_54427,NORMAL,3
P054428,Passenger_54428,LOYALTY,3
P054429,Passenger_54429,NORMAL,4
P054430,Passenger_54430,VIP,4
P054431,Passenger_54431,NORMAL,3
P054432,Passenger_54432,UNACCOMPANIED_MINOR,3
P054433,Passenger_54433,UNACCOMPANIED_MINOR,0
P054434,Passenger_54434,NORMAL,3
P054435,Passenger_54435,NORMAL,0
P054436,Passenger_54436,UNACCOMPANIED_MINOR,1
P054437,Passenger_54437,LOYALTY,1
P054438,Passenger_54438,LOYALTY,0
P054439,Passenger_54439,UNACCOMPANIED_MINOR,1
P054440,Passenger_54440,UNACCOMPANIED_MINOR,3
P054441,Passenger_54441,LOYALTY,3
P054442,Passenger_54442,NORMAL,4
P054443,Passenger_54443,NORMAL,2
P054444,Passenger_54444,VIP,4
P054445,Passenger_54445,LOYALTY,4
P054446,Passenger_54446,UNACCOMPANIED_MINOR,2
P054447,Passenger_54447,VIP,0
P054448,Passenger_54448,NORMAL,3
P054449,Passenger_54449,LOYALTY,2
P054450,Passenger_54450,VIP,3
P054451,Passenger_54451,NORMAL,0
P054452,Passenger_54452,UNACCOMPANIED_MINOR,1
P054453,Passenger_54453,NORMAL,4
P054454,Passenger_54454,NORMAL,4
P054455,Passenger_54455,LOYALTY,3
P054456,Passenger_54456,UNACCOMPANIED_MINOR,2
P054457,Passenger_54457,LOYALTY,1
P054458,Passenger_54458,UNACCOMPANIED_MINOR,3
P054459,Passenger_54459,VIP,4
P054460,Passenger_54460,NORMAL,3
P054461,Passenger_54461,LOYALTY,3
P054462,Passenger_54462,UNACCOMPANIED_MINOR,4
P054463,Passenger_54463,LOYALTY,1
P054464,Passenger_54464,NORMAL,3
P054465,Passenger_54465,NORMAL,2
P054466,Passenger_54466,VIP,2
P054467,Passenger_54467,UNACCOMPANIED_MINOR,0
P054468,Passenger_54468,UNACCOMPANIED_MINOR,0
P054469,Passenger_54469,VIP,0
P054470,Passenger_54470,VIP,2
P054471,Passenger_54471,UNACCOMPANIED_MINOR,1
P054472,Passenger_54472,UNACCOMPANIED_MINOR,3
P054473,Passenger_54473,LOYALTY,2
P054474,Passenger_54474,UNACCOMPANIED_MINOR,0
P054475,Passenger_54475,LOYALTY,0
P054476,Passenger_54476,LOYALTY,3
P054477,Passenger_54477,LOYALTY,0
P054478,Passenger_54478,LOYALTY,4
P054479,Passenger_54479,NORMAL,1
P054480,Passenger_54480,VIP,4
P054481,Passenger_54481,VIP,2
P054482,Passenger_54482,UNACCOMPANIED_MINOR,3
P054483,Passenger_54483,VIP,1
P054484,Passenger_54484,VIP,1
P054485,Passenger_54485,NORMAL,4
P054486,Passenger_54486,LOYALTY,0
P054487,Passenger_54487,LOYALTY,2
P054488,Passenger_54488,LOYALTY,0
P054489,Passenger_54489,VIP,1
P054490,Passenger_54490,VIP,0
P054491,Passenger_54491,UNACCOMPANIED_MINOR,2
P054492,Passenger_54492,NORMAL,1
P054493,Passenger_54493,NORMAL,0
P054494,Passenger_54494,UNACCOMPANIED_MINOR,3
P054495,Passenger_54495,UNACCOMPANIED_MINOR,0
P054496,Passenger_54496,UNACCOMPANIED_MINOR,3
P054497,Passenger_54497,LOYALTY,4
P054498,Passenger_54498,LOYALTY,2
P054499,Passenger_54499,LOYALTY,3
P054500,Passenger_54500,LOYALTY,2
P054501,Passenger_54501,UNACCOMPANIED_MINOR,4
P054502,Passenger_54502,UNACCOMPANIED_MINOR,0
P054503,Passenger_54503,UNACCOMPANIED_MINOR,0
P054504,Passenger_54504,LOYALTY,3
P054505,Passenger_54505,LOYALTY,4
P054506,Passenger_54506,VIP,0
P054507,Passenger_54507,UNACCOMPANIED_MINOR,1
P054508,Passenger_54508,NORMAL,4
P054509,Passenger_54509,NORMAL,1
P054510,Passenger_54510,VIP,1
P054511,Passenger_54511,LOYALTY,4
P054512,Passenger_54512,UNACCOMPANIED_MINOR,0
P054513,Passenger_54513,LOYALTY,4
P054514,Passenger_54514,LOYALTY,0
P054515,Passenger_54515,NORMAL,2
P054516,Passenger_54516,NORMAL,1
P054517,Passenger_54517,UNACCOMPANIED_MINOR,3
P054518,Passenger_54518,UNACCOMPANIED_MINOR,4
P054519,Passenger_54519,LOYALTY,3
P054520,Passenger_54520,LOYALTY,2
P054521,Passenger_54521,VIP,2
P054522,Passenger_54522,LOYALTY,1
P054523,Passenger_54523,VIP,3
P054524,Passenger_54524,LOYALTY,2
P054525,Passenger_54525,LOYALTY,1
P054526,Passenger_54526,LOYALTY,4
P054527,Passenger_54527,UNACCOMPANIED_MINOR,4
P054528,Passenger_54528,UNACCOMPANIED_MINOR,3
P054529,Passenger_54529,UNACCOMPANIED_MINOR,1
P054530,Passenger_54530,VIP,1
P054531,Passenger_54531,VIP,1
P054532,Passenger_54532,UNACCOMPANIED_MINOR,0
P054533,Passenger_54533,VIP,2
P054534,Passenger_54534,UNACCOMPANIED_MINOR,1
P054535,Passenger_54535,NORMAL,0
P054536,Passenger_54536,UNACCOMPANIED_MINOR,0
P054537,Passenger_54537,NORMAL,4
P054538,Passenger_54538,LOYALTY,2
P054539,Passenger_54539,VIP,4
P054540,Passenger_54540,VIP,2
P054541,Passenger_54541,UNACCOMPANIED_MINOR,4
P054542,Passenger_54542,LOYALTY,0
P054543,Passenger_54543,LOYALTY,1
P054544,Passenger_54544,LOYALTY,1
P054545,Passenger_54545,LOYALTY,2
P054546,Passenger_54546,VIP,1
P054547,Passenger_54547,UNACCOMPANIED_MINOR,4
P054548,Passenger_54548,UNACCOMPANIED_MINOR,4
P054549,Passenger_54549,NORMAL,3
P054550,Passenger_54550,VIP,3
P054551,Passenger_54551,NORMAL,1
P054552,Passenger_54552,LOYALTY,2
P054553,Passenger_54553,UNACCOMPANIED_MINOR,0
P054554,Passenger_54554,NORMAL,4
P054555,Passenger_54555,VIP,3
P054556,Passenger_54556,UNACCOMPANIED_MINOR,2
P054557,Passenger_54557,VIP,0
P054558,Passenger_54558,UNACCOMPANIED_MINOR,0
P054559,Passenger_54559,VIP,2
P054560,Passenger_54560,VIP,0
P054561,Passenger_54561,UNACCOMPANIED_MINOR,3
P054562,Passenger_54562,VIP,1
P054563,Passenger_54563,VIP,4
P054564,Passenger_54564,LOYALTY,3
P054565,Passenger_54565,UNACCOMPANIED_MINOR,3
P054566,Passenger_54566,NORMAL,4
P054567,Passenger_54567,UNACCOMPANIED_MINOR,1
P054568,Passenger_54568,UNACCOMPANIED_MINOR,1
P054569,Passenger_54569,LOYALTY,0
P054570,Passenger_54570,NORMAL,0
P054571,Passenger_54571,NORMAL,0
P054572,Passenger_54572,NORMAL,3
P054573,Passenger_54573,VIP,0
P054574,Passenger_54574,VIP,1
P054575,Passenger_54575,VIP,2
P054576,Passenger_54576,NORMAL,3
P054577,Passenger_54577,UNACCOMPANIED_MINOR,3
P054578,Passenger_54578,UNACCOMPANIED_MINOR,2
P054579,Passenger_54579,NORMAL,3
P054580,Passenger_54580,NORMAL,2
P054581,Passenger_54581,LOYALTY,3
P054582,Passenger_54582,VIP,2
P054583,Passenger_54583,VIP,2
P054584,Passenger_54584,VIP,1
P054585,Passenger_54585,LOYALTY,2
P054586,Passenger_54586,LOYALTY,2
P054587,Passenger_54587,LOYALTY,4
P054588,Passenger_54588,NORMAL,3
P054589,Passenger_54589,LOYALTY,3
P054590,Passenger_54590,UNACCOMPANIED_MINOR,0
P054591,Passenger_54591,NORMAL,2
P054592,Passenger_54592,NORMAL,2
P054593,Passenger_54593,VIP,3
P054594,Passenger_54594,VIP,0
P054595,Passenger_54595,LOYALTY,1
P054596,Passenger_54596,UNACCOMPANIED_MINOR,2
P054597,Passenger_54597,NORMAL,4
P054598,Passenger_54598,NORMAL,3
P054599,Passenger_54599,NORMAL,0
P054600,Passenger_54600,VIP,2
P054601,Passenger_54601,VIP,0
P054602,Passenger_54602,UNACCOMPANIED_MINOR,4
P054603,Passenger_54603,VIP,0
P054604,Passenger_54604,UNACCOMPANIED_MINOR,3
P054605,Passenger_54605,VIP,1
P054606,Passenger_54606,UNACCOMPANIED_MINOR,1
P054607,Passenger_54607,VIP,1
P054608,Passenger_54608,VIP,0
P054609,Passenger_54609,LOYALTY,2
P054610,Passenger_54610,LOYALTY,2
P054611,Passenger_54611,LOYALTY,2
P054612,Passenger_54612,UNACCOMPANIED_MINOR,4
P054613,Passenger_54613,UNACCOMPANIED_MINOR,2
P054614,Passenger_54614,UNACCOMPANIED_MINOR,3
P054615,Passenger_54615,UNACCOMPANIED_MINOR,0
P054616,Passenger_54616,LOYALTY,3
P054617,Passenger_54617,NORMAL,1
P054618,Passenger_54618,VIP,3
P054619,Passenger_54619,VIP,3
P054620,Passenger_54620,UNACCOMPANIED_MINOR,3
P054621,Passenger_54621,LOYALTY,4
P054622,Passenger_54622,NORMAL,0
P054623,Passenger_54623,LOYALTY,2
P054624,Passenger_54624,VIP,3
P054625,Passenger_54625,UNACCOMPANIED_MINOR,1
P054626,Passenger_54626,UNACCOMPANIED_MINOR,0
P054627,Passenger_54627,LOYALTY,0
P054628,Passenger_54628,UNACCOMPANIED_MINOR,3
P054629,Passenger_54629,NORMAL,0
P054630,Passenger_54630,VIP,0
P054631,Passenger_54631,NORMAL,0
P054632,Passenger_54632,LOYALTY,0
P054633,Passenger_54633,VIP,1
P054634,Passenger_54634,NORMAL,1
P054635,Passenger_54635,NORMAL,1
P054636,Passenger_54636,NORMAL,2
P054637,Passenger_54637,VIP,1
P054638,Passenger_54638,VIP,2
P054639,Passenger_54639,UNACCOMPANIED_MINOR,3
P054640,Passenger_54640,LOYALTY,0
P054641,Passenger_54641,UNACCOMPANIED_MINOR,1
P054642,Passenger_54642,LOYALTY,3
P054643,Passenger_54643,VIP,0
P054644,Passenger_54644,NORMAL,3
P054645,Passenger_54645,UNACCOMPANIED_MINOR,4
P054646,Passenger_54646,VIP,0
P054647,Passenger_54647,VIP,0
P054648,Passenger_54648,VIP,2
P054649,Passenger_54649,UNACCOMPANIED_MINOR,0
P054650,Passenger_54650,VIP,3
P054651,Passenger_54651,LOYALTY,4
P054652,Passenger_54652,LOYALTY,4
P054653,Passenger_54653,NORMAL,1
P054654,Passenger_54654,UNACCOMPANIED_MINOR,1
P054655,Passenger_54655,UNACCOMPANIED_MINOR,3
P054656,Passenger_54656,UNACCOMPANIED_MINOR,1
P054657,Passenger_54657,UNACCOMPANIED_MINOR,4
P054658,Passenger_54658,UNACCOMPANIED_MINOR,4
P054659,Passenger_54659,VIP,2
P054660,Passenger_54660,VIP,0
P054661,Passenger_54661,LOYALTY,0
P054662,Passenger_54662,UNACCOMPANIED_MINOR,1
P054663,Passenger_54663,UNACCOMPANIED_MINOR,3
P054664,Passenger_54664,UNACCOMPANIED_MINOR,0
P054665,Passenger_54665,LOYALTY,0
P054666,Passenger_54666,UNACCOMPANIED_MINOR,4
P054667,Passenger_54667,UNACCOMPANIED_MINOR,1
P054668,Passenger_54668,VIP,3
P054669,Passenger_54669,LOYALTY,2
P054670,Passenger_54670,VIP,3
P054671,Passenger_54671,NORMAL,1
P054672,Passenger_54672,UNACCOMPANIED_MINOR,3
P054673,Passenger_54673,NORMAL,0
P054674,Passenger_54674,UNACCOMPANIED_MINOR,3
P054675,Passenger_54675,NORMAL,1
P054676,Passenger_54676,VIP,3
P054677,Passenger_54677,LOYALTY,1
P054678,Passenger_54678,NORMAL,0
P054679,Passenger_54679,VIP,4
P054680,Passenger_54680,NORMAL,3
P054681,Passenger_54681,NORMAL,0
P054682,Passenger_54682,LOYALTY,4
P054683,Passenger_54683,VIP,0
P054684,Passenger_54684,LOYALTY,4
P054685,Passenger_54685,UNACCOMPANIED_MINOR,4
P054686,Passenger_54686,LOYALTY,2
P054687,Passenger_54687,LOYALTY,4
P054688,Passenger_54688,NORMAL,4
P054689,Passenger_54689,NORMAL,0
P054690,Passenger_54690,NORMAL,1
P054691,Passenger_54691,VIP,4
P054692,Passenger_54692,LOYALTY,4
P054693,Passenger_54693,UNACCOMPANIED_MINOR,1
P054694,Passenger_54694,NORMAL,4
P054695,Passenger_54695,UNACCOMPANIED_MINOR,3
P054696,Passenger_54696,LOYALTY,3
P054697,Passenger_54697,LOYALTY,0
P054698,Passenger_54698,LOYALTY,2
P054699,Passenger_54699,UNACCOMPANIED_MINOR,3
P054700,Passenger_54700,UNACCOMPANIED_MINOR,3
P054701,Passenger_54701,UNACCOMPANIED_MINOR,4
P054702,Passenger_54702,LOYALTY,4
P054703,Passenger_54703,LOYALTY,3
P054704,Passenger_54704,NORMAL,3
P054705,Passenger_54705,VIP,4
P054706,Passenger_54706,UNACCOMPANIED_MINOR,1
P054707,Passenger_54707,VIP,3
P054708,Passenger_54708,UNACCOMPANIED_MINOR,2
P054709,Passenger_54709,UNACCOMPANIED_MINOR,1
P054710,Passenger_54710,VIP,2
P054711,Passenger_54711,VIP,2
P054712,Passenger_54712,UNACCOMPANIED_MINOR,0
P054713,Passenger_54713,LOYALTY,4
P054714,Passenger_54714,NORMAL,2
P054715,Passenger_54715,UNACCOMPANIED_MINOR,3
P054716,Passenger_54716,NORMAL,3
P054717,Passenger_54717,LOYALTY,1
P054718,Passenger_54718,LOYALTY,3
P054719,Passenger_54719,NORMAL,3
P054720,Passenger_54720,UNACCOMPANIED_MINOR,0
P054721,Passenger_54721,NORMAL,2
P054722,Passenger_54722,UNACCOMPANIED_MINOR,4
P054723,Passenger_54723,VIP,1
P054724,Passenger_54724,UNACCOMPANIED_MINOR,0
P054725,Passenger_54725,VIP,2
P054726,Passenger_54726,VIP,2
P054727,Passenger_54727,NORMAL,3
P054728,Passenger_54728,VIP,3
P054729,Passenger_54729,NORMAL,1
P054730,Passenger_54730,NORMAL,4
P054731,Passenger_54731,LOYALTY,3
P054732,Passenger_54732,NORMAL,4
P054733,Passenger_54733,LOYALTY,3
P054734,Passenger_54734,LOYALTY,4
P054735,Passenger_54735,NORMAL,3
P054736,Passenger_54736,UNACCOMPANIED_MINOR,3
P054737,Passenger_54737,UNACCOMPANIED_MINOR,3
P054738,Passenger_54738,NORMAL,3
P054739,Passenger_54739,VIP,4
P054740,Passenger_54740,NORMAL,0
P054741,Passenger_54741,VIP,1
P054742,Passenger_54742,UNACCOMPANIED_MINOR,0
P054743,Passenger_54743,VIP,4
P054744,Passenger_54744,NORMAL,1
P054745,Passenger_54745,VIP,3
P054746,Passenger_54746,LOYALTY,0
P054747,Passenger_54747,LOYALTY,1
P054748,Passenger_54748,NORMAL,0
P054749,Passenger_54749,NORMAL,4
P054750,Passenger_54750,NORMAL,1
P054751,Passenger_54751,UNACCOMPANIED_MINOR,3
P054752,Passenger_54752,UNACCOMPANIED_MINOR,2
P054753,Passenger_54753,UNACCOMPANIED_MINOR,3
P054754,Passenger_54754,LOYALTY,2
P054755,Passenger_54755,VIP,3
P054756,Passenger_54756,LOYALTY,4
P054757,Passenger_54757,VIP,1
P054758,Passenger_54758,VIP,0
P054759,Passenger_54759,NORMAL,3
P054760,Passenger_54760,NORMAL,2
P054761,Passenger_54761,UNACCOMPANIED_MINOR,1
P054762,Passenger_54762,NORMAL,0
P054763,Passenger_54763,LOYALTY,2
P054764,Passenger_54764,LOYALTY,2
P054765,Passenger_54765,LOYALTY,1
P054766,Passenger_54766,NORMAL,4
P054767,Passenger_54767,NORMAL,4
P054768,Passenger_54768,VIP,4
P054769,Passenger_54769,VIP,1
P054770,Passenger_54770,NORMAL,2
P054771,Passenger_54771,LOYALTY,1
P054772,Passenger_54772,NORMAL,4
P054773,Passenger_54773,UNACCOMPANIED_MINOR,3
P054774,Passenger_54774,UNACCOMPANIED_MINOR,1
P054775,Passenger_54775,LOYALTY,3
P054776,Passenger_54776,UNACCOMPANIED_MINOR,4
P054777,Passenger_54777,NORMAL,1
P054778,Passenger_54778,NORMAL,1
P054779,Passenger_54779,VIP,3
P054780,Passenger_54780,UNACCOMPANIED_MINOR,0
P054781,Passenger_54781,UNACCOMPANIED_MINOR,3
P054782,Passenger_54782,UNACCOMPANIED_MINOR,4
P054783,Passenger_54783,UNACCOMPANIED_MINOR,3
P054784,Passenger_54784,LOYALTY,0
P054785,Passenger_54785,LOYALTY,4
P054786,Passenger_54786,NORMAL,1
P054787,Passenger_54787,UNACCOMPANIED_MINOR,1
P054788,Passenger_54788,VIP,0
P054789,Passenger_54789,NORMAL,4
P054790,Passenger_54790,NORMAL,4
P054791,Passenger_54791,LOYALTY,1
P054792,Passenger_54792,NORMAL,3
P054793,Passenger_54793,VIP,3
P054794,Passenger_54794,UNACCOMPANIED_MINOR,4
P054795,Passenger_54795,NORMAL,0
P054796,Passenger_54796,VIP,0
P054797,Passenger_54797,LOYALTY,1
P054798,Passenger_54798,LOYALTY,2
P054799,Passenger_54799,UNACCOMPANIED_MINOR,0
P054800,Passenger_54800,NORMAL,2
P054801,Passenger_54801,VIP,3
P054802,Passenger_54802,LOYALTY,1
P054803,Passenger_54803,VIP,3
P054804,Passenger_54804,LOYALTY,0
P054805,Passenger_54805,LOYALTY,3
P054806,Passenger_54806,UNACCOMPANIED_MINOR,4
P054807,Passenger_54807,VIP,3
P054808,Passenger_54808,VIP,2
P054809,Passenger_54809,VIP,2
P054810,Passenger_54810,LOYALTY,3
P054811,Passenger_54811,UNACCOMPANIED_MINOR,0
P054812,Passenger_54812,VIP,2
P054813,Passenger_54813,NORMAL,1
P054814,Passenger_54814,VIP,4
P054815,Passenger_54815,LOYALTY,0
P054816,Passenger_54816,UNACCOMPANIED_MINOR,1
P054817,Passenger_54817,VIP,0
P054818,Passenger_54818,VIP,2
P054819,Passenger_54819,VIP,0
P054820,Passenger_54820,NORMAL,1
P054821,Passenger_54821,LOYALTY,0
P054822,Passenger_54822,NORMAL,2
P054823,Passenger_54823,NORMAL,3
P054824,Passenger_54824,LOYALTY,1
P054825,Passenger_54825,LOYALTY,3
P054826,Passenger_54826,VIP,2
P054827,Passenger_54827,LOYALTY,1
P054828,Passenger_54828,VIP,3
P054829,Passenger_54829,NORMAL,1
P054830,Passenger_54830,VIP,4
P054831,Passenger_54831,LOYALTY,3
P054832,Passenger_54832,VIP,3
P054833,Passenger_54833,NORMAL,4
P054834,Passenger_54834,LOYALTY,2
P054835,Passenger_54835,LOYALTY,4
P054836,Passenger_54836,UNACCOMPANIED_MINOR,1
P054837,Passenger_54837,VIP,1
P054838,Passenger_54838,VIP,1
P054839,Passenger_54839,VIP,2
P054840,Passenger_54840,NORMAL,4
P054841,Passenger_54841,NORMAL,0
P054842,Passenger_54842,LOYALTY,3
P054843,Passenger_54843,LOYALTY,4
