pnr_id,passenger_id,flight_id,seat_class
PNR043757,P043757,FL04755,ECONOMY
PNR043758,P043758,FL06474,BUSINESS
PNR043759,P043759,FL08380,BUSINESS
PNR043760,P043760,FL07069,BUSINESS
PNR043761,P043761,FL07971,ECONOMY
PNR043762,P043762,FL05239,BUSINESS
PNR043763,P043763,FL02104,FIRST
PNR043764,P043764,FL06303,FIRST
PNR043765,P043765,FL04487,BUSINESS
PNR043766,P043766,FL00389,ECONOMY
PNR043767,P043767,FL08520,FIRST
PNR043768,P043768,FL09043,ECONOMY
PNR043769,P043769,FL03901,BUSINESS
PNR043770,P043770,FL00369,BUSINESS
PNR043771,P043771,FL04450,FIRST
PNR043772,P043772,FL07757,FIRST
PNR043773,P043773,FL00394,BUSINESS
PNR043774,P043774,FL05091,FIRST
PNR043775,P043775,FL02375,BUSINESS
PNR043776,P043776,FL07268,BUSINESS
PNR043777,P043777,FL01660,ECONOMY
PNR043778,P043778,FL00036,BUSINESS
PNR043779,P043779,FL06034,BUSINESS
PNR043780,P043780,FL01052,ECONOMY
PNR043781,P043781,FL01305,BUSINESS
PNR043782,P043782,FL03319,BUSINESS
PNR043783,P043783,FL08089,ECONOMY
PNR043784,P043784,FL03443,FIRST
PNR043785,P043785,FL08379,BUSINESS
PNR043786,P043786,FL07141,ECONOMY
PNR043787,P043787,FL09874,BUSINESS
PNR043788,P043788,FL08954,ECONOMY
PNR043789,P043789,FL05655,FIRST
PNR043790,P043790,FL06017,ECONOMY
PNR043791,P043791,FL02389,BUSINESS
PNR043792,P043792,FL05451,ECONOMY
PNR043793,P043793,FL07625,BUSINESS
PNR043794,P043794,FL04292,ECONOMY
PNR043795,P043795,FL07408,ECONOMY
PNR043796,P043796,FL02919,BUSINESS
PNR043797,P043797,FL07479,FIRST
PNR043798,P043798,FL05049,ECONOMY
PNR043799,P043799,FL05153,BUSINESS
PNR043800,P043800,FL00129,BUSINESS
PNR043801,P043801,FL07111,FIRST
PNR043802,P043802,FL03955,FIRST
PNR043803,P043803,FL03972,ECONOMY
PNR043804,P043804,FL06426,ECONOMY
PNR043805,P043805,FL06028,BUSINESS
PNR043806,P043806,FL09992,FIRST
PNR043807,P043807,FL02164,FIRST
PNR043808,P043808,FL08793,FIRST
PNR043809,P043809,FL08379,FIRST
PNR043810,P043810,FL05311,ECONOMY
PNR043811,P043811,FL00915,BUSINESS
PNR043812,P043812,FL03736,FIRST
PNR043813,P043813,FL03913,BUSINESS
PNR043814,P043814,FL01593,FIRST
PNR043815,P043815,FL08834,BUSINESS
PNR043816,P043816,FL05067,ECONOMY
PNR043817,P043817,FL01246,FIRST
PNR043818,P043818,FL07070,BUSINESS
PNR043819,P043819,FL01222,ECONOMY
PNR043820,P043820,FL05980,FIRST
PNR043821,P043821,FL07682,ECONOMY
PNR043822,P043822,FL07762,BUSINESS
PNR043823,P043823,FL06776,ECONOMY
PNR043824,P043824,FL04232,ECONOMY
PNR043825,P043825,FL06684,ECONOMY
PNR043826,P043826,FL05329,BUSINESS
PNR043827,P043827,FL08864,FIRST
PNR043828,P043828,FL05240,ECONOMY
PNR043829,P043829,FL07049,BUSINESS
PNR043830,P043830,FL08563,FIRST
PNR043831,P043831,FL08858,FIRST
PNR043832,P043832,FL08095,ECONOMY
PNR043833,P043833,FL02400,FIRST
PNR043834,P043834,FL03270,BUSINESS
PNR043835,P043835,FL03682,FIRST
PNR043836,P043836,FL07505,FIRST
PNR043837,P043837,FL02410,FIRST
PNR043838,P043838,FL02846,ECONOMY
PNR043839,P043839,FL02381,FIRST
PNR043840,P043840,FL06710,BUSINESS
PNR043841,P043841,FL06848,ECONOMY
PNR043842,P043842,FL00211,FIRST
PNR043843,P043843,FL06290,ECONOMY
PNR043844,P043844,FL05288,ECONOMY
PNR043845,P043845,FL03322,ECONOMY
PNR043846,P043846,FL07882,ECONOMY
PNR043847,P043847,FL09869,FIRST
PNR043848,P043848,FL04482,FIRST
PNR043849,P043849,FL00829,FIRST
PNR043850,P043850,FL08195,BUSINESS
PNR043851,P043851,FL03487,FIRST
PNR043852,P043852,FL07152,BUSINESS
PNR043853,P043853,FL07840,FIRST
PNR043854,P043854,FL05100,BUSINESS
PNR043855,P043855,FL07325,ECONOMY
PNR043856,P043856,FL06940,FIRST
PNR043857,P043857,FL03740,ECONOMY
PNR043858,P043858,FL00619,FIRST
PNR043859,P043859,FL07568,ECONOMY
PNR043860,P043860,FL07019,BUSINESS
PNR043861,P043861,FL05211,FIRST
PNR043862,P043862,FL07153,BUSINESS
PNR043863,P043863,FL07226,ECONOMY
PNR043864,P043864,FL03940,BUSINESS
PNR043865,P043865,FL09526,FIRST
PNR043866,P043866,FL03154,ECONOMY
PNR043867,P043867,FL06019,FIRST
PNR043868,P043868,FL08464,FIRST
PNR043869,P043869,FL00967,FIRST
PNR043870,P043870,FL06639,FIRST
PNR043871,P043871,FL01358,ECONOMY
PNR043872,P043872,FL05068,FIRST
PNR043873,P043873,FL06375,FIRST
PNR043874,P043874,FL03801,BUSINESS
PNR043875,P043875,FL00176,FIRST
PNR043876,P043876,FL02566,ECONOMY
PNR043877,P043877,FL04456,FIRST
PNR043878,P043878,FL02134,ECONOMY
PNR043879,P043879,FL06703,FIRST
PNR043880,P043880,FL09211,ECONOMY
PNR043881,P043881,FL04882,ECONOMY
PNR043882,P043882,FL07786,FIRST
PNR043883,P043883,FL04875,ECONOMY
PNR043884,P043884,FL01152,BUSINESS
PNR043885,P043885,FL09688,ECONOMY
PNR043886,P043886,FL02287,FIRST
PNR043887,P043887,FL06624,BUSINESS
PNR043888,P043888,FL01210,BUSINESS
PNR043889,P043889,FL04293,ECONOMY
PNR043890,P043890,FL05026,BUSINESS
PNR043891,P043891,FL01273,FIRST
PNR043892,P043892,FL09006,BUSINESS
PNR043893,P043893,FL04188,ECONOMY
PNR043894,P043894,FL02648,ECONOMY
PNR043895,P043895,FL07680,ECONOMY
PNR043896,P043896,FL07083,FIRST
PNR043897,P043897,FL09908,ECONOMY
PNR043898,P043898,FL08186,ECONOMY
PNR043899,P043899,FL06197,BUSINESS
PNR043900,P043900,FL05211,BUSINESS
PNR043901,P043901,FL03806,BUSINESS
PNR043902,P043902,FL02761,FIRST
PNR043903,P043903,FL02785,FIRST
PNR043904,P043904,FL04283,FIRST
PNR043905,P043905,FL02010,BUSINESS
PNR043906,P043906,FL00051,FIRST
PNR043907,P043907,FL09361,ECONOMY
PNR043908,P043908,FL09719,BUSINESS
PNR043909,P043909,FL03741,ECONOMY
PNR043910,P043910,FL00468,FIRST
PNR043911,P043911,FL00060,ECONOMY
PNR043912,P043912,FL03875,BUSINESS
PNR043913,P043913,FL00838,ECONOMY
PNR043914,P043914,FL09831,BUSINESS
PNR043915,P043915,FL05593,FIRST
PNR043916,P043916,FL05482,ECONOMY
PNR043917,P043917,FL03359,BUSINESS
PNR043918,P043918,FL09103,BUSINESS
PNR043919,P043919,FL03097,BUSINESS
PNR043920,P043920,FL07498,ECONOMY
PNR043921,P043921,FL09771,BUSINESS
PNR043922,P043922,FL05038,BUSINESS
PNR043923,P043923,FL04643,ECONOMY
PNR043924,P043924,FL00685,FIRST
PNR043925,P043925,FL07281,ECONOMY
PNR043926,P043926,FL06844,BUSINESS
PNR043927,P043927,FL00280,BUSINESS
PNR043928,P043928,FL09920,ECONOMY
PNR043929,P043929,FL07818,BUSINESS
PNR043930,P043930,FL07699,BUSINESS
PNR043931,P043931,FL04888,FIRST
PNR043932,P043932,FL04919,BUSINESS
PNR043933,P043933,FL00059,ECONOMY
PNR043934,P043934,FL05383,BUSINESS
PNR043935,P043935,FL07365,FIRST
PNR043936,P043936,FL03601,FIRST
PNR043937,P043937,FL05340,BUSINESS
PNR043938,P043938,FL07252,ECONOMY
PNR043939,P043939,FL02139,FIRST
PNR043940,P043940,FL06253,BUSINESS
PNR043941,P043941,FL05568,ECONOMY
PNR043942,P043942,FL03026,BUSINESS
PNR043943,P043943,FL09055,FIRST
PNR043944,P043944,FL06931,BUSINESS
PNR043945,P043945,FL07433,ECONOMY
PNR043946,P043946,FL06811,FIRST
PNR043947,P043947,FL07761,ECONOMY
PNR043948,P043948,FL06735,ECONOMY
PNR043949,P043949,FL01896,BUSINESS
PNR043950,P043950,FL00871,ECONOMY
PNR043951,P043951,FL03848,FIRST
PNR043952,P043952,FL04574,FIRST
PNR043953,P043953,FL04073,ECONOMY
PNR043954,P043954,FL00200,ECONOMY
PNR043955,P043955,FL05372,FIRST
PNR043956,P043956,FL03428,FIRST
PNR043957,P043957,FL01548,BUSINESS
PNR043958,P043958,FL06210,BUSINESS
PNR043959,P043959,FL06436,FIRST
PNR043960,P043960,FL07528,BUSINESS
PNR043961,P043961,FL00421,BUSINESS
PNR043962,P043962,FL07045,BUSINESS
PNR043963,P043963,FL08383,ECONOMY
PNR043964,P043964,FL01997,FIRST
PNR043965,P043965,FL00533,ECONOMY
PNR043966,P043966,FL08735,BUSINESS
PNR043967,P043967,FL05358,ECONOMY
PNR043968,P043968,FL00816,ECONOMY
PNR043969,P043969,FL04144,BUSINESS
PNR043970,P043970,FL02637,BUSINESS
PNR043971,P043971,FL08064,FIRST
PNR043972,P043972,FL06850,ECONOMY
PNR043973,P043973,FL05484,ECONOMY
PNR043974,P043974,FL01983,ECONOMY
PNR043975,P043975,FL08810,ECONOMY
PNR043976,P043976,FL08810,FIRST
PNR043977,P043977,FL09747,BUSINESS
PNR043978,P043978,FL07202,ECONOMY
PNR043979,P043979,FL07700,BUSINESS
PNR043980,P043980,FL07906,BUSINESS
PNR043981,P043981,FL00457,ECONOMY
PNR043982,P043982,FL08717,BUSINESS
PNR043983,P043983,FL00713,BUSINESS
PNR043984,P043984,FL04936,FIRST
PNR043985,P043985,FL04387,FIRST
PNR043986,P043986,FL02295,ECONOMY
PNR043987,P043987,FL09752,FIRST
PNR043988,P043988,FL00755,FIRST
PNR043989,P043989,FL08537,ECONOMY
PNR043990,P043990,FL05953,FIRST
PNR043991,P043991,FL04971,FIRST
PNR043992,P043992,FL07600,BUSINESS
PNR043993,P043993,FL05654,BUSINESS
PNR043994,P043994,FL05606,FIRST
PNR043995,P043995,FL02203,ECONOMY
PNR043996,P043996,FL02961,BUSINESS
PNR043997,P043997,FL05189,BUSINESS
PNR043998,P043998,FL08582,ECONOMY
PNR043999,P043999,FL05914,BUSINESS
PNR044000,P044000,FL04542,BUSINESS
PNR044001,P044001,FL03775,BUSINESS
PNR044002,P044002,FL07192,BUSINESS
PNR044003,P044003,FL02422,BUSINESS
PNR044004,P044004,FL09184,FIRST
PNR044005,P044005,FL00495,ECONOMY
PNR044006,P044006,FL08744,BUSINESS
PNR044007,P044007,FL07411,FIRST
PNR044008,P044008,FL06964,ECONOMY
PNR044009,P044009,FL00842,FIRST
PNR044010,P044010,FL00128,BUSINESS
PNR044011,P044011,FL09647,FIRST
PNR044012,P044012,FL08849,BUSINESS
PNR044013,P044013,FL02276,FIRST
PNR044014,P044014,FL02331,ECONOMY
PNR044015,P044015,FL08435,BUSINESS
PNR044016,P044016,FL03488,BUSINESS
PNR044017,P044017,FL08209,ECONOMY
PNR044018,P044018,FL07728,FIRST
PNR044019,P044019,FL06267,ECONOMY
PNR044020,P044020,FL02528,BUSINESS
PNR044021,P044021,FL09171,FIRST
PNR044022,P044022,FL09442,ECONOMY
PNR044023,P044023,FL08475,ECONOMY
PNR044024,P044024,FL00361,BUSINESS
PNR044025,P044025,FL06350,FIRST
PNR044026,P044026,FL04087,FIRST
PNR044027,P044027,FL07955,ECONOMY
PNR044028,P044028,FL07239,FIRST
PNR044029,P044029,FL06597,FIRST
PNR044030,P044030,FL02107,ECONOMY
PNR044031,P044031,FL04665,ECONOMY
PNR044032,P044032,FL00979,FIRST
PNR044033,P044033,FL09576,FIRST
PNR044034,P044034,FL05632,ECONOMY
PNR044035,P044035,FL00124,ECONOMY
PNR044036,P044036,FL03567,FIRST
PNR044037,P044037,FL09583,FIRST
PNR044038,P044038,FL07102,ECONOMY
PNR044039,P044039,FL04311,BUSINESS
PNR044040,P044040,FL06505,ECONOMY
PNR044041,P044041,FL01488,BUSINESS
PNR044042,P044042,FL02651,BUSINESS
PNR044043,P044043,FL06915,BUSINESS
PNR044044,P044044,FL09126,BUSINESS
PNR044045,P044045,FL07573,FIRST
PNR044046,P044046,FL07918,FIRST
PNR044047,P044047,FL03163,FIRST
PNR044048,P044048,FL03805,BUSINESS
PNR044049,P044049,FL03180,ECONOMY
PNR044050,P044050,FL08718,BUSINESS
PNR044051,P044051,FL03680,BUSINESS
PNR044052,P044052,FL03359,ECONOMY
PNR044053,P044053,FL02911,BUSINESS
PNR044054,P044054,FL05972,ECONOMY
PNR044055,P044055,FL04282,BUSINESS
PNR044056,P044056,FL08613,BUSINESS
PNR044057,P044057,FL05330,ECONOMY
PNR044058,P044058,FL01779,BUSINESS
PNR044059,P044059,FL05913,ECONOMY
PNR044060,P044060,FL00906,ECONOMY
PNR044061,P044061,FL03922,FIRST
PNR044062,P044062,FL05376,ECONOMY
PNR044063,P044063,FL05527,ECONOMY
PNR044064,P044064,FL07109,ECONOMY
PNR044065,P044065,FL02327,ECONOMY
PNR044066,P044066,FL00451,FIRST
PNR044067,P044067,FL01393,BUSINESS
PNR044068,P044068,FL08829,BUSINESS
PNR044069,P044069,FL00886,BUSINESS
PNR044070,P044070,FL09448,FIRST
PNR044071,P044071,FL00011,BUSINESS
PNR044072,P044072,FL01948,FIRST
PNR044073,P044073,FL00228,FIRST
PNR044074,P044074,FL02278,BUSINESS
PNR044075,P044075,FL06549,ECONOMY
PNR044076,P044076,FL04101,FIRST
PNR044077,P044077,FL06664,FIRST
PNR044078,P044078,FL02977,FIRST
PNR044079,P044079,FL03639,FIRST
PNR044080,P044080,FL09313,ECONOMY
PNR044081,P044081,FL04329,ECONOMY
PNR044082,P044082,FL05129,BUSINESS
PNR044083,P044083,FL02341,FIRST
PNR044084,P044084,FL03320,ECONOMY
PNR044085,P044085,FL06782,FIRST
PNR044086,P044086,FL02371,FIRST
PNR044087,P044087,FL05884,BUSINESS
PNR044088,P044088,FL04051,BUSINESS
PNR044089,P044089,FL09743,FIRST
PNR044090,P044090,FL04946,ECONOMY
PNR044091,P044091,FL05040,ECONOMY
PNR044092,P044092,FL08148,FIRST
PNR044093,P044093,FL01142,BUSINESS
PNR044094,P044094,FL06086,FIRST
PNR044095,P044095,FL00443,BUSINESS
PNR044096,P044096,FL06808,BUSINESS
PNR044097,P044097,FL00612,BUSINESS
PNR044098,P044098,FL05793,FIRST
PNR044099,P044099,FL09173,ECONOMY
PNR044100,P044100,FL08611,ECONOMY
PNR044101,P044101,FL04045,BUSINESS
PNR044102,P044102,FL04828,FIRST
PNR044103,P044103,FL01601,FIRST
PNR044104,P044104,FL02699,FIRST
PNR044105,P044105,FL02488,BUSINESS
PNR044106,P044106,FL08813,ECONOMY
PNR044107,P044107,FL01817,FIRST
PNR044108,P044108,FL07050,BUSINESS
PNR044109,P044109,FL03126,BUSINESS
PNR044110,P044110,FL07320,FIRST
PNR044111,P044111,FL08759,FIRST
PNR044112,P044112,FL04212,FIRST
PNR044113,P044113,FL08461,FIRST
PNR044114,P044114,FL07232,FIRST
PNR044115,P044115,FL01239,BUSINESS
PNR044116,P044116,FL01200,BUSINESS
PNR044117,P044117,FL00188,BUSINESS
PNR044118,P044118,FL00738,FIRST
PNR044119,P044119,FL06430,ECONOMY
PNR044120,P044120,FL08956,BUSINESS
PNR044121,P044121,FL07309,ECONOMY
PNR044122,P044122,FL03124,BUSINESS
PNR044123,P044123,FL09067,BUSINESS
PNR044124,P044124,FL03370,BUSINESS
PNR044125,P044125,FL02498,FIRST
PNR044126,P044126,FL01538,FIRST
PNR044127,P044127,FL01734,BUSINESS
PNR044128,P044128,FL07835,FIRST
PNR044129,P044129,FL03578,ECONOMY
PNR044130,P044130,FL08032,ECONOMY
PNR044131,P044131,FL09025,FIRST
PNR044132,P044132,FL05608,BUSINESS
PNR044133,P044133,FL09251,BUSINESS
PNR044134,P044134,FL04652,ECONOMY
PNR044135,P044135,FL02706,FIRST
PNR044136,P044136,FL02119,FIRST
PNR044137,P044137,FL04209,ECONOMY
PNR044138,P044138,FL04620,FIRST
PNR044139,P044139,FL07189,FIRST
PNR044140,P044140,FL00101,ECONOMY
PNR044141,P044141,FL02672,FIRST
PNR044142,P044142,FL08804,BUSINESS
PNR044143,P044143,FL08075,ECONOMY
PNR044144,P044144,FL05643,BUSINESS
PNR044145,P044145,FL07663,BUSINESS
PNR044146,P044146,FL04829,ECONOMY
PNR044147,P044147,FL03181,BUSINESS
PNR044148,P044148,FL00948,FIRST
PNR044149,P044149,FL08874,BUSINESS
PNR044150,P044150,FL04218,ECONOMY
PNR044151,P044151,FL04118,BUSINESS
PNR044152,P044152,FL01906,FIRST
PNR044153,P044153,FL03271,BUSINESS
PNR044154,P044154,FL06740,FIRST
PNR044155,P044155,FL05367,BUSINESS
PNR044156,P044156,FL04989,BUSINESS
PNR044157,P044157,FL02677,BUSINESS
PNR044158,P044158,FL00654,BUSINESS
PNR044159,P044159,FL08797,BUSINESS
PNR044160,P044160,FL04052,BUSINESS
PNR044161,P044161,FL08889,BUSINESS
PNR044162,P044162,FL09697,ECONOMY
PNR044163,P044163,FL01426,ECONOMY
PNR044164,P044164,FL06107,ECONOMY
PNR044165,P044165,FL02036,BUSINESS
PNR044166,P044166,FL01255,BUSINESS
PNR044167,P044167,FL09075,BUSINESS
PNR044168,P044168,FL08483,ECONOMY
PNR044169,P044169,FL03502,ECONOMY
PNR044170,P044170,FL07623,FIRST
PNR044171,P044171,FL04014,FIRST
PNR044172,P044172,FL07791,BUSINESS
PNR044173,P044173,FL02040,FIRST
PNR044174,P044174,FL09666,FIRST
PNR044175,P044175,FL01964,ECONOMY
PNR044176,P044176,FL08759,FIRST
PNR044177,P044177,FL01580,ECONOMY
PNR044178,P044178,FL06298,BUSINESS
PNR044179,P044179,FL01549,ECONOMY
PNR044180,P044180,FL07595,ECONOMY
PNR044181,P044181,FL03489,FIRST
PNR044182,P044182,FL07024,FIRST
PNR044183,P044183,FL08377,FIRST
PNR044184,P044184,FL01991,ECONOMY
PNR044185,P044185,FL00632,ECONOMY
PNR044186,P044186,FL08188,FIRST
PNR044187,P044187,FL00131,FIRST
PNR044188,P044188,FL03297,BUSINESS
PNR044189,P044189,FL04536,BUSINESS
PNR044190,P044190,FL08620,FIRST
PNR044191,P044191,FL01269,BUSINESS
PNR044192,P044192,FL01331,ECONOMY
PNR044193,P044193,FL04654,FIRST
PNR044194,P044194,FL04872,FIRST
PNR044195,P044195,FL05505,ECONOMY
PNR044196,P044196,FL09437,ECONOMY
PNR044197,P044197,FL06556,FIRST
PNR044198,P044198,FL03011,ECONOMY
PNR044199,P044199,FL09004,ECONOMY
PNR044200,P044200,FL03531,FIRST
PNR044201,P044201,FL00639,BUSINESS
PNR044202,P044202,FL05608,FIRST
PNR044203,P044203,FL07157,BUSINESS
PNR044204,P044204,FL05564,FIRST
PNR044205,P044205,FL03047,ECONOMY
PNR044206,P044206,FL07984,BUSINESS
PNR044207,P044207,FL01278,BUSINESS
PNR044208,P044208,FL07133,BUSINESS
PNR044209,P044209,FL07605,ECONOMY
PNR044210,P044210,FL09902,FIRST
PNR044211,P044211,FL00274,FIRST
PNR044212,P044212,FL05451,ECONOMY
PNR044213,P044213,FL01383,ECONOMY
PNR044214,P044214,FL02370,BUSINESS
PNR044215,P044215,FL04057,BUSINESS
PNR044216,P044216,FL01956,ECONOMY
PNR044217,P044217,FL04724,ECONOMY
PNR044218,P044218,FL01837,BUSINESS
PNR044219,P044219,FL04307,FIRST
PNR044220,P044220,FL08256,ECONOMY
PNR044221,P044221,FL05020,BUSINESS
PNR044222,P044222,FL03101,BUSINESS
PNR044223,P044223,FL00604,FIRST
PNR044224,P044224,FL03373,BUSINESS
PNR044225,P044225,FL07307,FIRST
PNR044226,P044226,FL01348,ECONOMY
PNR044227,P044227,FL02212,FIRST
PNR044228,P044228,FL06284,FIRST
PNR044229,P044229,FL07095,BUSINESS
PNR044230,P044230,FL02926,ECONOMY
PNR044231,P044231,FL00046,FIRST
PNR044232,P044232,FL02800,BUSINESS
PNR044233,P044233,FL02841,ECONOMY
PNR044234,P044234,FL05436,FIRST
PNR044235,P044235,FL03486,BUSINESS
PNR044236,P044236,FL06739,BUSINESS
PNR044237,P044237,FL00549,FIRST
PNR044238,P044238,FL09659,BUSINESS
PNR044239,P044239,FL01201,ECONOMY
PNR044240,P044240,FL08947,FIRST
PNR044241,P044241,FL05690,BUSINESS
PNR044242,P044242,FL09269,FIRST
PNR044243,P044243,FL04252,FIRST
PNR044244,P044244,FL04216,BUSINESS
PNR044245,P044245,FL07366,BUSINESS
PNR044246,P044246,FL08791,BUSINESS
PNR044247,P044247,FL03715,FIRST
PNR044248,P044248,FL09448,BUSINESS
PNR044249,P044249,FL08654,FIRST
PNR044250,P044250,FL00415,FIRST
PNR044251,P044251,FL05615,BUSINESS
PNR044252,P044252,FL02993,FIRST
PNR044253,P044253,FL03363,FIRST
PNR044254,P044254,FL01204,BUSINESS
PNR044255,P044255,FL03577,ECONOMY
PNR044256,P044256,FL01488,BUSINESS
PNR044257,P044257,FL03555,BUSINESS
PNR044258,P044258,FL06767,BUSINESS
PNR044259,P044259,FL02362,BUSINESS
PNR044260,P044260,FL07224,BUSINESS
PNR044261,P044261,FL05856,FIRST
PNR044262,P044262,FL06192,FIRST
PNR044263,P044263,FL07649,BUSINESS
PNR044264,P044264,FL05136,FIRST
PNR044265,P044265,FL02816,BUSINESS
PNR044266,P044266,FL09519,FIRST
PNR044267,P044267,FL01427,ECONOMY
PNR044268,P044268,FL05160,FIRST
PNR044269,P044269,FL01156,ECONOMY
PNR044270,P044270,FL03953,ECONOMY
PNR044271,P044271,FL01647,FIRST
PNR044272,P044272,FL00373,BUSINESS
PNR044273,P044273,FL09636,ECONOMY
PNR044274,P044274,FL05221,ECONOMY
PNR044275,P044275,FL03825,FIRST
PNR044276,P044276,FL08678,ECONOMY
PNR044277,P044277,FL08018,ECONOMY
PNR044278,P044278,FL01387,FIRST
PNR044279,P044279,FL06496,FIRST
PNR044280,P044280,FL05809,BUSINESS
PNR044281,P044281,FL06161,BUSINESS
PNR044282,P044282,FL08253,ECONOMY
PNR044283,P044283,FL01265,FIRST
PNR044284,P044284,FL09878,BUSINESS
PNR044285,P044285,FL00490,FIRST
PNR044286,P044286,FL00133,ECONOMY
PNR044287,P044287,FL02046,BUSINESS
PNR044288,P044288,FL04424,BUSINESS
PNR044289,P044289,FL06011,ECONOMY
PNR044290,P044290,FL07394,FIRST
PNR044291,P044291,FL03026,BUSINESS
PNR044292,P044292,FL06148,ECONOMY
PNR044293,P044293,FL03253,ECONOMY
PNR044294,P044294,FL06810,BUSINESS
PNR044295,P044295,FL06960,ECONOMY
PNR044296,P044296,FL08512,ECONOMY
PNR044297,P044297,FL03342,ECONOMY
PNR044298,P044298,FL06704,FIRST
PNR044299,P044299,FL01889,ECONOMY
PNR044300,P044300,FL05772,ECONOMY
PNR044301,P044301,FL01936,ECONOMY
PNR044302,P044302,FL03304,FIRST
PNR044303,P044303,FL05146,BUSINESS
PNR044304,P044304,FL07139,FIRST
PNR044305,P044305,FL09704,BUSINESS
PNR044306,P044306,FL05469,FIRST
PNR044307,P044307,FL07779,ECONOMY
PNR044308,P044308,FL07386,FIRST
PNR044309,P044309,FL01195,BUSINESS
PNR044310,P044310,FL02534,ECONOMY
PNR044311,P044311,FL05623,ECONOMY
PNR044312,P044312,FL09374,BUSINESS
PNR044313,P044313,FL02887,BUSINESS
PNR044314,P044314,FL08082,BUSINESS
PNR044315,P044315,FL00000,BUSINESS
PNR044316,P044316,FL05626,ECONOMY
PNR044317,P044317,FL08531,FIRST
PNR044318,P044318,FL02881,FIRST
PNR044319,P044319,FL08917,ECONOMY
PNR044320,P044320,FL04123,FIRST
PNR044321,P044321,FL09575,FIRST
PNR044322,P044322,FL06818,BUSINESS
PNR044323,P044323,FL09646,ECONOMY
PNR044324,P044324,FL08166,ECONOMY
PNR044325,P044325,FL07981,ECONOMY
PNR044326,P044326,FL05533,FIRST
PNR044327,P044327,FL06706,FIRST
PNR044328,P044328,FL03801,BUSINESS
PNR044329,P044329,FL03520,FIRST
PNR044330,P044330,FL09830,ECONOMY
PNR044331,P044331,FL09876,FIRST
PNR044332,P044332,FL01695,BUSINESS
PNR044333,P044333,FL04083,FIRST
PNR044334,P044334,FL09291,FIRST
PNR044335,P044335,FL01634,FIRST
PNR044336,P044336,FL06374,BUSINESS
PNR044337,P044337,FL04138,ECONOMY
PNR044338,P044338,FL08344,ECONOMY
PNR044339,P044339,FL01673,FIRST
PNR044340,P044340,FL04412,BUSINESS
PNR044341,P044341,FL07144,FIRST
PNR044342,P044342,FL01541,BUSINESS
PNR044343,P044343,FL08740,ECONOMY
PNR044344,P044344,FL06813,FIRST
PNR044345,P044345,FL05193,BUSINESS
PNR044346,P044346,FL03837,FIRST
PNR044347,P044347,FL07012,BUSINESS
PNR044348,P044348,FL03186,BUSINESS
PNR044349,P044349,FL01207,BUSINESS
PNR044350,P044350,FL07369,ECONOMY
PNR044351,P044351,FL05877,FIRST
PNR044352,P044352,FL04533,ECONOMY
PNR044353,P044353,FL01063,ECONOMY
PNR044354,P044354,FL04889,ECONOMY
PNR044355,P044355,FL08378,FIRST
PNR044356,P044356,FL00943,ECONOMY
PNR044357,P044357,FL08442,BUSINESS
PNR044358,P044358,FL06901,ECONOMY
PNR044359,P044359,FL02926,FIRST
PNR044360,P044360,FL06815,FIRST
PNR044361,P044361,FL01935,FIRST
PNR044362,P044362,FL02468,ECONOMY
PNR044363,P044363,FL05789,ECONOMY
PNR044364,P044364,FL02063,FIRST
PNR044365,P044365,FL00319,FIRST
PNR044366,P044366,FL00389,FIRST
PNR044367,P044367,FL08248,ECONOMY
PNR044368,P044368,FL06615,BUSINESS
PNR044369,P044369,FL06998,ECONOMY
PNR044370,P044370,FL07569,ECONOMY
PNR044371,P044371,FL07979,ECONOMY
PNR044372,P044372,FL05655,BUSINESS
PNR044373,P044373,FL06598,BUSINESS
PNR044374,P044374,FL06453,BUSINESS
PNR044375,P044375,FL09906,FIRST
PNR044376,P044376,FL05148,BUSINESS
PNR044377,P044377,FL02268,FIRST
PNR044378,P044378,FL06388,FIRST
PNR044379,P044379,FL02538,ECONOMY
PNR044380,P044380,FL07481,FIRST
PNR044381,P044381,FL04844,BUSINESS
PNR044382,P044382,FL05433,ECONOMY
PNR044383,P044383,FL00416,BUSINESS
PNR044384,P044384,FL04122,FIRST
PNR044385,P044385,FL03518,ECONOMY
PNR044386,P044386,FL09520,ECONOMY
PNR044387,P044387,FL08979,ECONOMY
PNR044388,P044388,FL04258,BUSINESS
PNR044389,P044389,FL01471,ECONOMY
PNR044390,P044390,FL02812,BUSINESS
PNR044391,P044391,FL07632,FIRST
PNR044392,P044392,FL04748,BUSINESS
PNR044393,P044393,FL00030,BUSINESS
PNR044394,P044394,FL00607,ECONOMY
PNR044395,P044395,FL07227,FIRST
PNR044396,P044396,FL05979,ECONOMY
PNR044397,P044397,FL02587,BUSINESS
PNR044398,P044398,FL01933,BUSINESS
PNR044399,P044399,FL00455,ECONOMY
PNR044400,P044400,FL07248,FIRST
PNR044401,P044401,FL09796,BUSINESS
PNR044402,P044402,FL05978,FIRST
PNR044403,P044403,FL09190,FIRST
PNR044404,P044404,FL08258,FIRST
PNR044405,P044405,FL02325,ECONOMY
PNR044406,P044406,FL07463,BUSINESS
PNR044407,P044407,FL04511,BUSINESS
PNR044408,P044408,FL03069,ECONOMY
PNR044409,P044409,FL09366,ECONOMY
PNR044410,P044410,FL06126,BUSINESS
PNR044411,P044411,FL04116,BUSINESS
